resultId,participantId,group,timestamp,birthyear,gender,ethnicity,country,language,frameId,frameName,note,content,responseTime,response,errors
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,66137565ccb7fe5e,html,Title,text,25850,spacebar,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,07536e2417c665a9,html,Study_food words,text,83711,spacebar,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,5e93b46b38208d8f,html,,text,7038,spacebar,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,d16e5bc77d105799,html,,text,3615,B,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,6b244f07a96ae611,html,,text,3733,C,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,747f89d910347433,html,,text,30314,D,3
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,31b68ca7028bac27,html,,text,11676,spacebar,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,52fe34b6fb578ef1,html,new_related_burger,text,4865,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,2966261c3dfbe88c,html,old_bread,text,1816,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,a1eb0b88770783bf,html,new_related_tuna,text,2336,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,906625005ebaa33b,html,old_salad,text,1392,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,c6f7508ec29d1bd3,html,new_related_sandwich,text,3237,L,1
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,ad443099599705aa,html,new_unrelated_bird,text,1916,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,0da780335ef332e2,html,old_chicken,text,1294,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,94a1a2cc0e42ad5e,html,old_broccoli,text,1346,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,c632ae0c765783f5,html,old_apple,text,1199,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,ffd06c8a4c5aa96c,html,newunrelated_water,text,1695,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,a5d92147c5949709,html,newunrelated_pencil,text,1661,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,87e964de48420de3,html,old_pizza,text,1458,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,e6a0e4b89107c49f,html,old_icecream,text,1251,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,11252770e66a3d2f,html,newunrelated_red,text,1438,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,b2df364dd9b49423,html,newrelated_cabbage,text,1566,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,1db23cf0697df142,html,newunrelated_book,text,1977,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,a9f3aaca0da45a55,html,newunrelated_pillow,text,1989,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,d1dfb68c4734bfdb,html,old_cookie,text,1185,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,4616a09b297c110c,html,newrelated_cake,text,1446,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,7b17c87073a1d491,html,old_taco,text,1412,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,7a25dd494af3130b,html,newrelated_tomato,text,1360,L,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,cb3e60997ab45330,html,old_pie,text,1287,A,0
618886c4462434326cfd3b54,61888554462434326cfd3b48,none,2021-11-08T02:09:08.000Z,2000,male,white,US,english,b14fe92049e84b72,html,old_rice,text,1243,A,0
