resultId,participantId,group,timestamp,order,order,order,order,order,responseTime,responseTime,responseTime,responseTime,responseTime,response,response,response,response,response,error,error,error,error,error
,,,,html,html,html,html,html,html,html,html,html,html,html,html,html,html,html,html,html,html,html,html
,,,,major,Title,Study_bed,NewUnrelated_Table,undefined,major,Title,Study_bed,NewUnrelated_Table,undefined,major,Title,Study_bed,NewUnrelated_Table,undefined,major,Title,Study_bed,NewUnrelated_Table,undefined
,,,,8cd35e401f9bef34,66137565ccb7fe5e,07536e2417c665a9,f8583bc6c18bd134,d16e5bc77d105799,8cd35e401f9bef34,66137565ccb7fe5e,07536e2417c665a9,f8583bc6c18bd134,d16e5bc77d105799,8cd35e401f9bef34,66137565ccb7fe5e,07536e2417c665a9,f8583bc6c18bd134,d16e5bc77d105799,8cd35e401f9bef34,66137565ccb7fe5e,07536e2417c665a9,f8583bc6c18bd134,d16e5bc77d105799
616854c5462434326cfd1ac4,anonymous,none,2021-10-14T16:03:17.000Z,1,2,3,4,5,1261,1118,1014,1958,10133,C,spacebar,spacebar,spacebar,B,0,0,0,0,0
616854dd462434326cfd1ac5,anonymous,none,2021-10-14T16:03:41.000Z,1,2,3,4,5,12565,924,766,1309,1500,C,spacebar,spacebar,spacebar,A,0,0,0,0,0
61685506462434326cfd1ac6,anonymous,none,2021-10-14T16:04:22.000Z,1,2,3,4,5,1154,852,1182,1285,2941,C,spacebar,spacebar,spacebar,B,0,0,0,0,0
61685513462434326cfd1ac7,anonymous,none,2021-10-14T16:04:35.000Z,1,2,3,4,5,1249,406,605,1071,6683,C,spacebar,spacebar,spacebar,B,0,0,0,0,2
616855ce462434326cfd1acc,anonymous,none,2021-10-14T16:07:42.000Z,1,2,3,4,5,1410,1317,1838,3127,3093,C,spacebar,spacebar,spacebar,B,0,0,0,0,0
61685823462434326cfd1ad1,anonymous,none,2021-10-14T16:17:39.000Z,1,2,3,4,5,2575,1220,1166,1462,1741,C,spacebar,spacebar,spacebar,B,0,0,0,0,0
61685902462434326cfd1ad7,anonymous,none,2021-10-14T16:21:22.000Z,1,2,3,4,5,7557,2572,2830,1709,2358,P,spacebar,spacebar,spacebar,B,0,0,0,0,0
616859d8462434326cfd1ae5,anonymous,none,2021-10-14T16:24:56.000Z,1,2,3,4,5,1968,1380,1230,1086,1789,P,spacebar,spacebar,spacebar,B,0,0,0,0,0
6170f3b3462434326cfd1f3d,anonymous,none,2021-10-21T04:59:31.000Z,1,2,3,5,916,833,911,1985,P,spacebar,spacebar,B,0,0,0,1
6171834d462434326cfd1fdd,613a226a08b13e474cbf2115,none,2021-10-21T15:12:13.000Z,1,2,3,5,47701,30899,14316,3788,P,spacebar,spacebar,B,0,0,0,0
61718379462434326cfd1fe0,613a22a608b13e474cbf211c,none,2021-10-21T15:12:57.000Z,1,2,3,5,24141,5028,15556,9020,P,spacebar,spacebar,B,0,0,0,1
6171837c462434326cfd1fe1,613a226708b13e474cbf2114,none,2021-10-21T15:13:00.000Z,1,2,3,5,13880,9691,45812,3749,P,spacebar,spacebar,B,0,0,0,0
6171837e462434326cfd1fe2,613a240b08b13e474cbf212f,none,2021-10-21T15:13:02.000Z,1,2,3,5,6725,9430,11623,8270,P,spacebar,spacebar,B,0,0,0,0
6171837e462434326cfd1fe3,613a225708b13e474cbf2113,none,2021-10-21T15:13:02.000Z,1,2,3,5,27205,7307,17757,3661,P,spacebar,spacebar,B,0,0,0,0
6171839c462434326cfd1fe7,613a238f08b13e474cbf212a,none,2021-10-21T15:13:32.000Z,1,2,3,5,5386,6348,24774,3589,P,spacebar,spacebar,B,0,0,0,0
6171839e462434326cfd1fe8,613a228808b13e474cbf211b,none,2021-10-21T15:13:34.000Z,1,2,3,5,34192,3892,12964,4573,P,spacebar,spacebar,B,0,0,0,0
617183a5462434326cfd1feb,613a227408b13e474cbf2119,none,2021-10-21T15:13:41.000Z,1,2,3,5,18037,6251,31854,4028,P,spacebar,spacebar,B,0,0,0,0
617183e0462434326cfd1ff5,613a230508b13e474cbf211d,none,2021-10-21T15:14:40.000Z,1,2,3,5,8751,6684,22293,8301,P,spacebar,spacebar,B,0,0,0,0
617183e9462434326cfd1ff9,613a227f08b13e474cbf211a,none,2021-10-21T15:14:49.000Z,1,2,3,5,4072,2557,29046,3926,P,spacebar,spacebar,B,0,0,0,0
61718563462434326cfd2030,613a227308b13e474cbf2118,none,2021-10-21T15:21:07.000Z,1,2,3,5,9131,4707,22296,5452,P,spacebar,spacebar,B,0,0,0,0
6171b1ce462434326cfd21b2,613a4cee08b13e474cbf218b,none,2021-10-21T18:30:38.000Z,1,2,3,5,34943,4395,10158,5981,P,spacebar,spacebar,B,0,0,0,0
