resultId,participantId,group,timestamp,birthyear,gender,ethnicity,country,language,frameId,frameName,note,content,responseTime,response,errors
616854c5462434326cfd1ac4,anonymous,none,2021-10-14T16:03:17.000Z,null,null,null,null,null,8cd35e401f9bef34,html,major,text,1261,C,0
616854c5462434326cfd1ac4,anonymous,none,2021-10-14T16:03:17.000Z,null,null,null,null,null,66137565ccb7fe5e,html,Title,text,1118,spacebar,0
616854c5462434326cfd1ac4,anonymous,none,2021-10-14T16:03:17.000Z,null,null,null,null,null,07536e2417c665a9,html,Study_bed,text,1014,spacebar,0
616854c5462434326cfd1ac4,anonymous,none,2021-10-14T16:03:17.000Z,null,null,null,null,null,f8583bc6c18bd134,html,NewUnrelated_Table,text,1958,spacebar,0
616854c5462434326cfd1ac4,anonymous,none,2021-10-14T16:03:17.000Z,null,null,null,null,null,d16e5bc77d105799,html,,text,10133,B,0
616854dd462434326cfd1ac5,anonymous,none,2021-10-14T16:03:41.000Z,null,null,null,null,null,8cd35e401f9bef34,html,major,text,12565,C,0
616854dd462434326cfd1ac5,anonymous,none,2021-10-14T16:03:41.000Z,null,null,null,null,null,66137565ccb7fe5e,html,Title,text,924,spacebar,0
616854dd462434326cfd1ac5,anonymous,none,2021-10-14T16:03:41.000Z,null,null,null,null,null,07536e2417c665a9,html,Study_bed,text,766,spacebar,0
616854dd462434326cfd1ac5,anonymous,none,2021-10-14T16:03:41.000Z,null,null,null,null,null,f8583bc6c18bd134,html,NewUnrelated_Table,text,1309,spacebar,0
616854dd462434326cfd1ac5,anonymous,none,2021-10-14T16:03:41.000Z,null,null,null,null,null,d16e5bc77d105799,html,,text,1500,A,0
61685506462434326cfd1ac6,anonymous,none,2021-10-14T16:04:22.000Z,null,null,null,null,null,8cd35e401f9bef34,html,major,text,1154,C,0
61685506462434326cfd1ac6,anonymous,none,2021-10-14T16:04:22.000Z,null,null,null,null,null,66137565ccb7fe5e,html,Title,text,852,spacebar,0
61685506462434326cfd1ac6,anonymous,none,2021-10-14T16:04:22.000Z,null,null,null,null,null,07536e2417c665a9,html,Study_bed,text,1182,spacebar,0
61685506462434326cfd1ac6,anonymous,none,2021-10-14T16:04:22.000Z,null,null,null,null,null,f8583bc6c18bd134,html,NewUnrelated_Table,text,1285,spacebar,0
61685506462434326cfd1ac6,anonymous,none,2021-10-14T16:04:22.000Z,null,null,null,null,null,d16e5bc77d105799,html,,text,2941,B,0
61685513462434326cfd1ac7,anonymous,none,2021-10-14T16:04:35.000Z,null,null,null,null,null,8cd35e401f9bef34,html,major,text,1249,C,0
